company,role,location,link,source
Mastercard,"Manager, Strategy Pricing & Interchange","Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/manager-strategy-pricing-interchange-at-mastercard-4440197075?position=4&pageNum=5&refId=PdK0SwuriAgTiG%2FtS9oBYQ%3D%3D&trackingId=UjN5Pb5KOfo5El2XspsOtw%3D%3D,LINKEDIN
BJAK,"Lead, Strategy",Greater Kolkata Area,https://in.linkedin.com/jobs/view/lead-strategy-at-bjak-4443243676?position=5&pageNum=5&refId=PdK0SwuriAgTiG%2FtS9oBYQ%3D%3D&trackingId=7mIU3d0n%2FQb1tIvo4a3c9w%3D%3D,LINKEDIN
Deloitte,Sales Strategy and Transformation Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sales-strategy-and-transformation-manager-at-deloitte-4447482668?position=6&pageNum=5&refId=PdK0SwuriAgTiG%2FtS9oBYQ%3D%3D&trackingId=DzHv5b69PTb31pv828rcCw%3D%3D,LINKEDIN
Aditya Birla Capital,Manager - Distribution Development Management - Goregaon,"Maharashtra, India",https://in.linkedin.com/jobs/view/manager-distribution-development-management-goregaon-at-aditya-birla-capital-4419527531?position=7&pageNum=5&refId=PdK0SwuriAgTiG%2FtS9oBYQ%3D%3D&trackingId=121zWOh6%2Bq%2FRiBiJ9G%2BWzQ%3D%3D,LINKEDIN
Paytm,Manager/ Sr Manager - Program Management - Paytm Ads,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/manager-sr-manager-program-management-paytm-ads-at-paytm-4381436869?position=8&pageNum=5&refId=PdK0SwuriAgTiG%2FtS9oBYQ%3D%3D&trackingId=%2Brxcf7B%2BxaBaKVy8HkZ7dg%3D%3D,LINKEDIN
Alvarez & Marsal,Corporate Strategy - Global Capability Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/corporate-strategy-global-capability-center-at-alvarez-marsal-4441200237?position=9&pageNum=5&refId=PdK0SwuriAgTiG%2FtS9oBYQ%3D%3D&trackingId=NBm1ViznkMysnrj8ruJSEA%3D%3D,LINKEDIN
Apple,iCloud Business Lead,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/icloud-business-lead-at-apple-4414155761?position=10&pageNum=5&refId=PdK0SwuriAgTiG%2FtS9oBYQ%3D%3D&trackingId=FvmkG8NRH4sxbAw6g9qyAg%3D%3D,LINKEDIN
Vitalpro Consumer Pvt Ltd,Manager - Founder's Office,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/manager-founder-s-office-at-vitalpro-consumer-pvt-ltd-4447312346?position=1&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=EK5JELwMETTickBtvpKUjw%3D%3D,LINKEDIN
Emeritus,Program Manager - Strategy & Growth,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/program-manager-strategy-growth-at-emeritus-4437175101?position=2&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=%2B5nfWZ1%2FcJOy2cm3gBoZOw%3D%3D,LINKEDIN
Loop AI,Senior Strategist/ Manager - Customer Strategy & Operations,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-strategist-manager-customer-strategy-operations-at-loop-ai-4448135418?position=3&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=6N2fQKZ4nsrido%2FCvNAhvQ%3D%3D,LINKEDIN
Cognizant,Manager-Solutions & BD,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/manager-solutions-bd-at-cognizant-4393892767?position=4&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=adz%2BMJmb9%2B2MkZSlFDWQDQ%3D%3D,LINKEDIN
Policybazaar.com,Business Strategy Manager,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/business-strategy-manager-at-policybazaar-com-4443235736?position=5&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=9Nypkdpc3EpVTE%2Fg1SEcYw%3D%3D,LINKEDIN
Barclays,Business Management - PBWM,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/business-management-pbwm-at-barclays-4434582611?position=6&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=4LX9XhfNlWb7au5GpYZPkg%3D%3D,LINKEDIN
Mastercard,"Managing Consultant, Advisors & Consulting Services, Strategy & Transformation","Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/managing-consultant-advisors-consulting-services-strategy-transformation-at-mastercard-4447980530?position=7&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=hYlMPk8dwg7hAHPyEnx0Cg%3D%3D,LINKEDIN
The Trade Desk,"Sr Manager, Strategy & Operations","Delhi, Delhi, India",https://in.linkedin.com/jobs/view/sr-manager-strategy-operations-at-the-trade-desk-4448745228?position=8&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=vr7zadxvUtN%2FCn8YCBJ%2BCw%3D%3D,LINKEDIN
Spice Money,Business Strategy & Planning,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/business-strategy-planning-at-spice-money-4447262366?position=9&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=W0O4EExIPZpxRjuXO%2BPftg%3D%3D,LINKEDIN
BrowserStack,Sr.Lead/Manager - Growth,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/sr-lead-manager-growth-at-browserstack-4450267025?position=10&pageNum=7&refId=PFyX4J1Nsut6%2Bh4tea4AyA%3D%3D&trackingId=rDmAIuAXP%2BKOF4rOEy4sEw%3D%3D,LINKEDIN
Cisco,Strategy & Planning Manager,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/strategy-planning-manager-at-cisco-4447701618?position=1&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=cGwA8sZWCixJNQSAaaUKZw%3D%3D,LINKEDIN
Accenture in India,GN-I&E- Corporate Strategy & Growth- Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/gn-i-e-corporate-strategy-growth-manager-at-accenture-in-india-4448330501?position=2&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=wwsphRGqfwluVUt%2F6fQnrg%3D%3D,LINKEDIN
Cisco,Strategy & Planning Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/strategy-planning-manager-at-cisco-4447704464?position=3&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=6ZrjwQDTFH9bLh4m5D%2Bkdg%3D%3D,LINKEDIN
Accenture in India,#ACN S&C-GN-Strategy-Corporate Strategy & Growth - Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/%23acn-s-c-gn-strategy-corporate-strategy-growth-manager-at-accenture-in-india-4448346260?position=4&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=EHm0wOH%2FTcPP4Rlt%2B%2F60Rw%3D%3D,LINKEDIN
Visa,Strategy and Transformation Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/strategy-and-transformation-manager-at-visa-4417708197?position=5&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=sYcH7TFZvNAcLqYX4nMFSg%3D%3D,LINKEDIN
Glenmark Pharmaceuticals,Senior Manager- Strategy,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/senior-manager-strategy-at-glenmark-pharmaceuticals-4446285869?position=6&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=sR%2FM0sIdTctdhuu374VW6A%3D%3D,LINKEDIN
SPIRO,Lead Strategy,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-strategy-at-spiro-4447685994?position=7&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=FNrQ67pFE0gR0bbJz6TuCA%3D%3D,LINKEDIN
JioStar,Manager – Business Strategy & Innovation,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/manager-%E2%80%93-business-strategy-innovation-at-jiostar-4443118108?position=8&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=WJ9f%2FXyAb5GCOwmbOZM6Rg%3D%3D,LINKEDIN
Mount Talent Consulting Pvt Ltd.,Manager Corporate Strategy,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/manager-corporate-strategy-at-mount-talent-consulting-pvt-ltd-4437048701?position=9&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=yUlA%2FjYjS4UFJ%2F%2F268fltg%3D%3D,LINKEDIN
Edelweiss Financial Services Limited,Strategy Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/strategy-manager-at-edelweiss-financial-services-limited-4446701866?position=10&pageNum=0&refId=C3vi54s3J%2ByrU73031nQ%2FA%3D%3D&trackingId=3OXte9iADHIzgjuf%2B5cAPA%3D%3D,LINKEDIN
Doceree,Manager - Strategy,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/manager-strategy-at-doceree-4444348363?position=1&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=5nu4FCRgfd9OGFCCF4p3VA%3D%3D,LINKEDIN
Kansai Nerolac Paints Ltd,Corporate Planning Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/corporate-planning-manager-at-kansai-nerolac-paints-ltd-4447368457?position=2&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=AZhgZWyqOzdOCQoD01nsYQ%3D%3D,LINKEDIN
Piramal Finance,Lead Strategy,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/lead-strategy-at-piramal-finance-4440454893?position=3&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=C5TFZR9MlGmh%2B4PB1cYlvw%3D%3D,LINKEDIN
EXL,Senior Manager,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/senior-manager-at-exl-4446574640?position=4&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=BQSv6J7NT48V%2Bf1p5tA2Dg%3D%3D,LINKEDIN
Voy,Strategy & Operations Manager,"Delhi, India",https://in.linkedin.com/jobs/view/strategy-operations-manager-at-voy-4448401025?position=5&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=LABnE6dlKE3xLdL3mTvSxw%3D%3D,LINKEDIN
Havells India Ltd,Strategy Manager/Senior Manager:Cables,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/strategy-manager-senior-manager-cables-at-havells-india-ltd-4419229359?position=6&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=1BRlajBGd5raLyHemYAd6w%3D%3D,LINKEDIN
Delta Technology Hub,Manager – Business Innovation Strategy and Analytics,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/manager-%E2%80%93-business-innovation-strategy-and-analytics-at-delta-technology-hub-4413549938?position=7&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=xm%2Fu1mODT1xpoGdZMGJ4Tw%3D%3D,LINKEDIN
Alvarez & Marsal,Corporate Strategy - Global Capability Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/corporate-strategy-global-capability-center-at-alvarez-marsal-4441200237?position=8&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=icZ0VLA7ty6Rys33kBHicg%3D%3D,LINKEDIN
LeadSquared,Manager - Strategy,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/manager-strategy-at-leadsquared-4445470408?position=9&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=aOYuNwTXxAGkyv4MhL9ICw%3D%3D,LINKEDIN
Radisson Hotel Group,"Manager Development , Planning & Feasibility, South Asia","Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/manager-development-planning-feasibility-south-asia-at-radisson-hotel-group-4450090281?position=10&pageNum=2&refId=tv0BASFX%2FtaRTnN4JE9b5Q%3D%3D&trackingId=7q3jgySsFlD8%2BZWYCLiFpQ%3D%3D,LINKEDIN
Mirchi,AVP – Strategy,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/avp-%E2%80%93-strategy-at-mirchi-4447508984?position=1&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=%2B6lxkmxvjDOXxn9L77FdsQ%3D%3D,LINKEDIN
Align Technology,Sr. Business Innovation Manager (Hyderabad/Bangalore/Mumbai),Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/sr-business-innovation-manager-hyderabad-bangalore-mumbai-at-align-technology-4437032023?position=2&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=al526AmtQNXbnK4N0iZpaQ%3D%3D,LINKEDIN
Databricks,"Manager, Partner Strategy & Operations",Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/manager-partner-strategy-operations-at-databricks-4397533281?position=3&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=e4wdVqqG7ys35jJzBkAHMg%3D%3D,LINKEDIN
The/Nudge,"Senior Manager, Strategy, Insight","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-manager-strategy-insight-at-the-nudge-4387902924?position=4&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=%2BvvGneZpLQi30FscJaKjbQ%3D%3D,LINKEDIN
Prudential Health India,PHI - Senior Manager-Strategy & Projects,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/phi-senior-manager-strategy-projects-at-prudential-health-india-4414918077?position=5&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=MszVVMakI%2FaB6OOD%2FenMww%3D%3D,LINKEDIN
Refyne India,Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/manager-at-refyne-india-4438060038?position=6&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=OODsQVjyaxoxkBpDqtMjkA%3D%3D,LINKEDIN
Google,"Strategy and Operations Lead, gTech Ads Solutions","Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/strategy-and-operations-lead-gtech-ads-solutions-at-google-4444000168?position=7&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=6qy6ZcF33Lji0f2VpFov0w%3D%3D,LINKEDIN
GEDU Services,Senior Manager – Strategy & Operations,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/senior-manager-%E2%80%93-strategy-operations-at-gedu-services-4395232980?position=8&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=BPpY%2FQ8%2FMLphfssP%2B6FE%2FA%3D%3D,LINKEDIN
ShareChat,Manager - Corporate Development & IR,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/manager-corporate-development-ir-at-sharechat-4415099108?position=9&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=evozV95b0n580TtmD6yX4A%3D%3D,LINKEDIN
EY,EYP-CorpStrategy-Associate Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/eyp-corpstrategy-associate-manager-at-ey-4435993339?position=10&pageNum=5&refId=lHaV9Leewc36f45p0H1eHw%3D%3D&trackingId=nmay3mD36bedsCz33FnJcQ%3D%3D,LINKEDIN
Intas Pharmaceuticals,Manager - Strategy & Transformation,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/manager-strategy-transformation-at-intas-pharmaceuticals-4443240857?position=1&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=BKWj%2B0juKF6iHZXc5dZhgQ%3D%3D,LINKEDIN
Zamp,"Founder's Office, Zamp - Strategy & Operations","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/founder-s-office-zamp-strategy-operations-at-zamp-4401870256?position=2&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=F1URS4vZ0Hf7yKGrfu0Rjg%3D%3D,LINKEDIN
Aditya Birla Capital,Deputy Chief Manager- Planning,"Maharashtra, India",https://in.linkedin.com/jobs/view/deputy-chief-manager-planning-at-aditya-birla-capital-4421302441?position=3&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=9RnaWDgtQcM5zCFMk1i6ZQ%3D%3D,LINKEDIN
The Sleep Company,Founder's Office - Strategic Initiatives,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/founder-s-office-strategic-initiatives-at-the-sleep-company-4443111260?position=4&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=CEC%2FjWJDVnjebLhr6hr9pw%3D%3D,LINKEDIN
Barclays,Business Management - PBWM,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/business-management-pbwm-at-barclays-4434582611?position=5&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=PK%2B%2Ba%2FLpIUncN08MxvY2lA%3D%3D,LINKEDIN
EXL,3642376-Manager,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/3642376-manager-at-exl-4446739341?position=6&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=tXipSLuHsIoR7rUG072Fgw%3D%3D,LINKEDIN
Medhavi WISE,Manager – Strategy & Execution,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/manager-%E2%80%93-strategy-execution-at-medhavi-wise-4444067361?position=7&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=nZBxaRYTgju2cWYJdrtClQ%3D%3D,LINKEDIN
TBO.COM,Director Corporate Strategy,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/director-corporate-strategy-at-tbo-com-4448273970?position=8&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=NXP8tdCfo5Np2onjk0nN4Q%3D%3D,LINKEDIN
Mastercard,"Manager, Strategy Pricing & Interchange","Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/manager-strategy-pricing-interchange-at-mastercard-4440197075?position=9&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=rl76pn%2F5G6oceCtugU58fw%3D%3D,LINKEDIN
Mercer,Senior Manager - Strategy & Analytics,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-manager-strategy-analytics-at-mercer-4449485143?position=10&pageNum=7&refId=W%2BTIVa4qM0ZxoBYfkuUqyQ%3D%3D&trackingId=ucZwBG%2FBnGpvLhfG2t8yEw%3D%3D,LINKEDIN
LAS VEGAS INTERNATIONAL BUSINESS SOLUTIONS,Business Strategy Consultant,"Thrissur, Kerala, India",https://in.linkedin.com/jobs/view/business-strategy-consultant-at-las-vegas-international-business-solutions-4446687635?position=1&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=haEoAp5cPh84eK7FRPDMjQ%3D%3D,LINKEDIN
EY,Project Consultant - SaT - GOV - SaT - TCF - Infrastructure Advisory - Bhubaneshwar,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/project-consultant-sat-gov-sat-tcf-infrastructure-advisory-bhubaneshwar-at-ey-4441585389?position=2&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=n%2FIuElNU3fvYkPNXbq9fGQ%3D%3D,LINKEDIN
kevisons,Odoo Consultant & Demonstrator,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/odoo-consultant-demonstrator-at-kevisons-4446359631?position=3&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=ATfVBAJa9oNoHWKfXkPGVA%3D%3D,LINKEDIN
PwC India,Advisory Consultant,"Vijayawada, Andhra Pradesh, India",https://in.linkedin.com/jobs/view/advisory-consultant-at-pwc-india-4437552630?position=4&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=I4pbZlSA0q%2F9dsZs8BR3oQ%3D%3D,LINKEDIN
Accenture in India,S&C GN - MC - Industry X – Production & Operations – Consultant,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/s-c-gn-mc-industry-x-%E2%80%93-production-operations-%E2%80%93-consultant-at-accenture-in-india-4448323549?position=5&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=ChE75MW4Yl7PKCIkLDjBEA%3D%3D,LINKEDIN
Deutsche Bank,"Management Consulting Consultant , AVP","Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/management-consulting-consultant-avp-at-deutsche-bank-4427064314?position=6&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=ZESf7U9bDXpBlKpsxURNMA%3D%3D,LINKEDIN
Strada,Talent Consultant,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/talent-consultant-at-strada-4442871049?position=7&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=e6FOKeR3nYWgp%2B9ZqJguPA%3D%3D,LINKEDIN
Tata Consultancy Services,SAP GRC Consultant,"Visakhapatnam, Andhra Pradesh, India",https://in.linkedin.com/jobs/view/sap-grc-consultant-at-tata-consultancy-services-4445157785?position=8&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=fGRBMgqX9VpvueoISl94rg%3D%3D,LINKEDIN
Hitachi Digital Services,EAM Consultant-66130,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/eam-consultant-66130-at-hitachi-digital-services-4406632537?position=9&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=D4yDyD4%2B%2BEZwa5GHKftIjg%3D%3D,LINKEDIN
Mercer,Senior Consultant - Compensation Consulting,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-consultant-compensation-consulting-at-mercer-4440689320?position=10&pageNum=0&refId=W0Tie%2F38cV%2Bov2WaCNfPew%3D%3D&trackingId=vaIwM0BMZf97%2B2motiYvlg%3D%3D,LINKEDIN
Rockwell Automation,Industry Consultant- Chemical,"Andaman and Nicobar Islands, India",https://in.linkedin.com/jobs/view/industry-consultant-chemical-at-rockwell-automation-4437159687?position=1&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=paWoi708cHLvuguJqcrFDg%3D%3D,LINKEDIN
Inodoo,Odoo Functional Consultant,"Sanand, Gujarat, India",https://in.linkedin.com/jobs/view/odoo-functional-consultant-at-inodoo-4441020647?position=2&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=D42puXVhuQ7%2FyZ1r8MYnxg%3D%3D,LINKEDIN
"Suzhou Deman Industrial Technology Co., Ltd.",Business Strategy Consultant,"Akuhaito, Nagaland, India",https://in.linkedin.com/jobs/view/business-strategy-consultant-at-suzhou-deman-industrial-technology-co-ltd-4447643600?position=3&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=K4fZEkT%2FUjR7su%2BDYgERfQ%3D%3D,LINKEDIN
Turnpikes,Document Management Consultant,"Bangalore Urban district, India",https://in.linkedin.com/jobs/view/document-management-consultant-at-turnpikes-4440955764?position=4&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=mKfPjE1oVQ4UZzUFnNH8PQ%3D%3D,LINKEDIN
Jade Global,Workday Senior Consultant,"Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/workday-senior-consultant-at-jade-global-4414570807?position=5&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=HXL6NI74IikPO9yGH5djYQ%3D%3D,LINKEDIN
xyna.com,SENIOR CONSULTANT TELCO,"Warangal Rural, Telangana, India",https://in.linkedin.com/jobs/view/senior-consultant-telco-at-xyna-com-4433621334?position=6&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=PBJG3VxJcK5%2FEByFLG7q4Q%3D%3D,LINKEDIN
Career Craft Consultants India Pvt Ltd,Visa Consultant,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/visa-consultant-at-career-craft-consultants-india-pvt-ltd-4448192329?position=7&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=g6tHGJGsStXP69dxaD31Eg%3D%3D,LINKEDIN
PwC India,Senior Consultant,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-consultant-at-pwc-india-4439345022?position=8&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=KpQljxcMEPZS0FFqhR%2BaAA%3D%3D,LINKEDIN
belmoto plus,Consultant,"Tuni, Andhra Pradesh, India",https://in.linkedin.com/jobs/view/consultant-at-belmoto-plus-4441928983?position=9&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=1DJRDnaNVM%2FH0PisNignAA%3D%3D,LINKEDIN
FEV Consulting,(Senior) Consultant (m/f/d),"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-consultant-m-f-d-at-fev-consulting-4450343803?position=10&pageNum=2&refId=qI820oZZEeJ3uEpmNxLW1w%3D%3D&trackingId=%2FOJ7u0cS0O2vMnxRyp638w%3D%3D,LINKEDIN
Allianz Services,Business Consultant,"Thiruvananthapuram, Kerala, India",https://in.linkedin.com/jobs/view/business-consultant-at-allianz-services-4450255703?position=1&pageNum=5&refId=wF15J3C%2FLQEU9khzvGdc6Q%3D%3D&trackingId=x5uPo2Q6xo%2Bp9FTUTyL%2Fcw%3D%3D,LINKEDIN
Hyght,"Join HYGHT as
Data Governance Consultant (f/m/x)","Warangal Rural, Telangana, India",https://in.linkedin.com/jobs/view/join-hyght-as%0Adata-governance-consultant-f-m-x-at-hyght-4442956684?position=2&pageNum=5&refId=wF15J3C%2FLQEU9khzvGdc6Q%3D%3D&trackingId=bj0XJwGIxIfcHtl7tdhhwQ%3D%3D,LINKEDIN
CONBENE Improvement GmbH,Solution Consultant (m/w/d),"Warangal Rural, Telangana, India",https://in.linkedin.com/jobs/view/solution-consultant-m-w-d-at-conbene-improvement-gmbh-4439246873?position=3&pageNum=5&refId=wF15J3C%2FLQEU9khzvGdc6Q%3D%3D&trackingId=fcCbQlN2FEr2LH9W1NIpFA%3D%3D,LINKEDIN
Cint,"Survey Programming Consultant, Project Success","Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/survey-programming-consultant-project-success-at-cint-4448895692?position=4&pageNum=5&refId=wF15J3C%2FLQEU9khzvGdc6Q%3D%3D&trackingId=8nsmASsKPEZ11RNsW7qIuQ%3D%3D,LINKEDIN
Allime Tech Solutions,SAP BPC Consultant,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/sap-bpc-consultant-at-allime-tech-solutions-4437778590?position=5&pageNum=5&refId=wF15J3C%2FLQEU9khzvGdc6Q%3D%3D&trackingId=H4cDzBVebbZ%2FkzsqN0JT3Q%3D%3D,LINKEDIN
